OrderID,CustomerID,CustomerName,OrderDate,RestaurantType,MenuCategory,ItemName,Quantity,UnitPrice,TotalPrice,PaymentMethod,ServerName,TableNumber,DayOfWeek,TimeOfDay,SpecialRequest
1390,C142,Alexander Peterson,2025-09-27 21:04,Delivery,Beverage,Iced Tea,3,3.11,9.33,Mobile Payment,-,-,Saturday,Dinner,Skim milk
1391,C301,Connie Morales,2025-11-10 23:34,Dine-In,Beverage,Cappuccino,2,6.32,12.64,Mobile Payment,Robert,5,Monday,Late Night,No cheese
1392,C660,James Mendoza,2025-01-28 23:13,Delivery,Beverage,Cappuccino,3,4.4,13.2,Mobile Payment,-,-,Tuesday,Late Night,Extra cheese
1393,C504,Cassie Bentley,2025-12-12 17:41,Delivery,Food,Caesar Salad,1,5.86,5.86,Mobile Payment,-,-,Friday,Dinner,No cheese
1394,C586,Leah Scott,2025-01-30 19:43,Delivery,Food,Caesar Salad,1,10.92,10.92,Cash,-,-,Thursday,Dinner,Skim milk
1395,C923,Tammy Gomez,2025-11-16 23:13,Dine-In,Food,Sushi Roll,2,13.55,27.1,Mobile Payment,Sophia,2,Sunday,Late Night,No onions
1396,C712,Mary Smith,2025-06-26 21:58,Dine-In,Beverage,Green Smoothie,1,8.17,8.17,Card,Robert,7,Thursday,Dinner,Extra cheese
1397,C363,Robin Andrews,2025-11-04 21:21,Delivery,Food,Veggie Sandwich,3,4.48,13.44,Card,-,-,Tuesday,Dinner,No cheese
1398,C950,Paul Leonard,2025-05-18 23:32,Dine-In,Food,Veggie Sandwich,1,9.6,9.6,Card,Alice,20,Sunday,Late Night,Less sugar
1399,C831,Jennifer Zimmerman,2025-10-22 23:34,Delivery,Food,Caesar Salad,1,15.08,15.08,Card,-,-,Wednesday,Late Night,Extra cheese
1400,C047,Jean Thomas,2025-11-28 10:04,Dine-In,Food,Veggie Sandwich,3,5.17,15.51,Mobile Payment,Michael,7,Friday,Lunch,Skim milk
1401,C402,Kevin Jones,2025-02-05 12:02,Delivery,Food,Caesar Salad,3,15.92,47.76,Cash,-,-,Wednesday,Lunch,Less sugar
1402,C447,Mrs. April Guzman,2025-12-08 21:46,Takeaway,Food,Sushi Roll,3,3.63,10.89,Card,-,-,Monday,Dinner,Less sugar
1403,C581,Amy Lane,2025-10-31 21:42,Delivery,Food,Veggie Sandwich,1,9.0,9.0,Mobile Payment,-,-,Friday,Dinner,No cheese
1404,C877,Yolanda Munoz,2025-02-13 18:11,Dine-In,Beverage,Mineral Water,2,18.97,37.94,Cash,Robert,12,Thursday,Dinner,
1405,C376,Shelby Morgan,2025-03-08 18:12,Dine-In,Beverage,Cappuccino,3,10.86,32.58,Card,Sophia,14,Saturday,Dinner,Less sugar
1406,C541,Joe House,2025-09-29 23:30,Dine-In,Food,Pasta Alfredo,2,5.72,11.44,Cash,Alice,5,Monday,Late Night,Gluten-free
1407,C948,Jennifer Griffin,2025-11-24 14:47,Dine-In,Beverage,Mojito,2,7.44,14.88,Mobile Payment,Sophia,18,Monday,Lunch,Extra cheese
1408,C958,Tammy Myers,2025-02-05 21:13,Dine-In,Beverage,Green Smoothie,3,9.32,27.96,Mobile Payment,Alice,15,Wednesday,Dinner,Dressing on the side
1409,C448,Adam King,2025-10-08 17:25,Takeaway,Food,Caesar Salad,3,10.18,30.54,Mobile Payment,-,-,Wednesday,Dinner,Extra cheese
1410,C006,Christine Gilbert,2025-04-18 09:09,Delivery,Food,Veggie Sandwich,2,13.32,26.64,Cash,-,-,Friday,Breakfast,Gluten-free
1411,C864,Jennifer Stokes,2025-07-30 19:54,Takeaway,Food,Grilled Chicken,1,12.64,12.64,Mobile Payment,-,-,Wednesday,Dinner,Extra cheese
1412,C866,Robert Martin,2025-12-20 06:49,Takeaway,Food,Grilled Chicken,1,12.66,12.66,Cash,-,-,Saturday,Breakfast,Extra cheese
1413,C193,Richard Johnson,2025-06-11 17:37,Dine-In,Beverage,Cappuccino,1,13.51,13.51,Cash,Michael,5,Wednesday,Dinner,Extra ice
1414,C213,Gina Daniels,2025-09-26 11:39,Dine-In,Food,Grilled Chicken,3,12.25,36.75,Mobile Payment,Michael,19,Friday,Lunch,Extra cheese
1415,C894,Jared Solis,2025-06-20 20:59,Delivery,Beverage,Iced Tea,1,7.22,7.22,Cash,-,-,Friday,Dinner,Extra ice
1416,C640,Carol Harrison,2025-05-16 21:04,Delivery,Food,Margherita Pizza,1,15.66,15.66,Mobile Payment,-,-,Friday,Dinner,Extra ice
1417,C524,Kenneth Brown,2025-10-20 10:38,Delivery,Beverage,Latte,1,4.01,4.01,Mobile Payment,-,-,Monday,Lunch,Gluten-free
1418,C257,Amy Cline,2025-09-16 06:43,Takeaway,Food,Grilled Chicken,1,18.5,18.5,Cash,-,-,Tuesday,Breakfast,Extra cheese
1419,C507,Valerie Griffin,2025-08-04 23:04,Delivery,Beverage,Mineral Water,1,8.42,8.42,Card,-,-,Monday,Late Night,
1420,C390,Gerald Short,2025-05-11 11:52,Delivery,Beverage,Iced Tea,1,7.33,7.33,Card,-,-,Sunday,Lunch,No cheese
1421,C751,Kristy Potter,2025-08-22 10:06,Dine-In,Food,Sushi Roll,1,17.53,17.53,Card,Sophia,13,Friday,Lunch,
1422,C871,Aaron Bradley,2025-07-18 06:27,Takeaway,Food,Pasta Alfredo,3,15.56,46.68,Mobile Payment,-,-,Friday,Breakfast,Extra ice
1423,C735,Robert Ramirez,2025-12-12 21:10,Takeaway,Beverage,Mineral Water,2,3.11,6.22,Card,-,-,Friday,Dinner,Less sugar
1424,C834,Lisa Stewart,2025-11-04 22:15,Delivery,Beverage,Mineral Water,3,9.79,29.37,Cash,-,-,Tuesday,Late Night,Less sugar
1425,C212,Michael Lee,2025-05-01 07:31,Delivery,Food,Pasta Alfredo,1,8.25,8.25,Mobile Payment,-,-,Thursday,Breakfast,
1426,C272,Luke Koch,2025-05-25 20:43,Delivery,Beverage,Iced Tea,1,5.7,5.7,Card,-,-,Sunday,Dinner,No cheese
1427,C711,Peter Ray,2025-03-15 22:58,Dine-In,Food,Grilled Chicken,1,17.08,17.08,Mobile Payment,Daniel,16,Saturday,Late Night,Skim milk
1428,C377,Matthew Bird,2025-06-12 10:47,Dine-In,Food,Grilled Chicken,3,10.88,32.64,Mobile Payment,Sophia,11,Thursday,Lunch,Extra ice
1429,C379,Evelyn Berg,2025-08-24 18:15,Delivery,Beverage,Latte,1,6.54,6.54,Mobile Payment,-,-,Sunday,Dinner,Dressing on the side
1430,C620,Christine Harris,2025-04-23 21:33,Delivery,Food,Veggie Sandwich,3,7.15,21.45,Mobile Payment,-,-,Wednesday,Dinner,Gluten-free
1431,C343,Nicole Gray,2025-04-13 21:29,Delivery,Food,Veggie Sandwich,3,14.27,42.81,Cash,-,-,Sunday,Dinner,No cheese
1432,C440,Frances Richard,2025-05-24 10:40,Dine-In,Beverage,Iced Tea,3,13.11,39.33,Mobile Payment,Daniel,3,Saturday,Lunch,Skim milk
1433,C911,Tricia Rasmussen,2025-10-03 07:39,Takeaway,Food,Pasta Alfredo,1,6.83,6.83,Mobile Payment,-,-,Friday,Breakfast,Less sugar
1434,C716,Wendy Wilson,2025-10-13 09:31,Takeaway,Food,Margherita Pizza,2,19.53,39.06,Cash,-,-,Monday,Breakfast,Extra cheese
1435,C807,Amy Woods,2025-03-10 12:29,Dine-In,Beverage,Mojito,3,14.3,42.9,Card,Sophia,19,Monday,Lunch,Gluten-free
1436,C360,Madeline Dawson DDS,2025-04-15 09:48,Takeaway,Food,Grilled Chicken,2,18.13,36.26,Mobile Payment,-,-,Tuesday,Breakfast,Extra ice
1437,C815,Jesse Leonard,2025-06-02 18:24,Takeaway,Food,Caesar Salad,1,17.44,17.44,Mobile Payment,-,-,Monday,Dinner,Skim milk
1438,C721,Joshua Norman,2025-03-18 23:29,Delivery,Food,Grilled Chicken,3,12.79,38.37,Mobile Payment,-,-,Tuesday,Late Night,Extra ice
1439,C721,Joseph Smith,2025-03-18 11:50,Takeaway,Beverage,Iced Tea,1,17.7,17.7,Cash,-,-,Tuesday,Lunch,Extra cheese
1440,C861,Scott Mann,2025-03-10 11:57,Dine-In,Beverage,Cappuccino,3,8.4,25.2,Cash,Robert,12,Monday,Lunch,Extra cheese
1441,C424,Patrick Hobbs,2025-02-11 08:45,Takeaway,Food,Beef Burger,1,19.66,19.66,Cash,-,-,Tuesday,Breakfast,Extra ice
1442,C452,Matthew Williams,2025-04-17 20:37,Delivery,Beverage,Cappuccino,3,15.5,46.5,Cash,-,-,Thursday,Dinner,No cheese
1443,C673,Peter Townsend,2025-07-16 12:25,Delivery,Beverage,Cappuccino,3,11.05,33.15,Cash,-,-,Wednesday,Lunch,No cheese
1444,C617,Katherine Moore,2025-09-10 13:12,Dine-In,Beverage,Cappuccino,3,6.7,20.1,Card,Robert,1,Wednesday,Lunch,
1445,C668,Beth Bennett,2025-02-17 23:12,Dine-In,Food,Caesar Salad,2,6.33,12.66,Card,Alice,14,Monday,Late Night,No cheese
1446,C003,Bryan Patterson,2025-05-08 17:58,Dine-In,Food,Caesar Salad,3,19.04,57.12,Mobile Payment,Robert,18,Thursday,Dinner,No onions
1447,C700,Jacqueline Wilson,2025-12-07 12:02,Takeaway,Beverage,Fresh Orange Juice,2,7.34,14.68,Mobile Payment,-,-,Sunday,Lunch,Extra ice
1448,C528,David Thompson,2025-12-15 19:21,Dine-In,Food,Margherita Pizza,1,18.88,18.88,Card,Michael,12,Monday,Dinner,Extra cheese
1449,C581,Amanda Williams,2025-10-31 13:17,Delivery,Food,Margherita Pizza,2,17.83,35.66,Cash,-,-,Friday,Lunch,No cheese
1450,C015,Taylor Harrison,2025-06-21 22:34,Dine-In,Food,Pasta Alfredo,3,10.97,32.91,Cash,Alice,12,Saturday,Late Night,Less sugar
1451,C398,Brent Warner,2025-01-25 21:57,Delivery,Food,Beef Burger,3,8.95,26.85,Cash,-,-,Saturday,Dinner,Extra cheese
1452,C138,Stephanie Walker,2025-12-12 21:30,Dine-In,Food,Margherita Pizza,3,15.37,46.11,Card,Sophia,3,Friday,Dinner,Skim milk
1453,C857,Maria Zamora,2025-02-11 19:18,Dine-In,Beverage,Green Smoothie,2,5.12,10.24,Mobile Payment,Michael,20,Tuesday,Dinner,Less sugar
1454,C692,James Castro,2025-04-17 21:56,Dine-In,Food,Veggie Sandwich,2,8.59,17.18,Mobile Payment,Sophia,19,Thursday,Dinner,No onions
1455,C456,John Meza,2025-10-01 13:48,Delivery,Beverage,Mojito,1,9.93,9.93,Mobile Payment,-,-,Wednesday,Lunch,Gluten-free
1456,C156,Ronald Flores DDS,2025-01-14 22:47,Dine-In,Food,Pasta Alfredo,1,14.11,14.11,Card,Michael,12,Tuesday,Late Night,
1457,C615,Crystal Chapman,2025-12-20 23:56,Dine-In,Beverage,Mineral Water,1,7.02,7.02,Cash,Michael,5,Saturday,Late Night,Less sugar
1458,C475,Steven Brooks,2025-12-21 23:37,Dine-In,Beverage,Cappuccino,1,7.21,7.21,Cash,Sophia,16,Sunday,Late Night,No onions
1459,C842,David Harvey,2025-01-04 14:37,Takeaway,Food,Sushi Roll,2,18.22,36.44,Card,-,-,Saturday,Lunch,Less sugar
1460,C741,Travis Lang,2025-01-04 22:15,Delivery,Food,Veggie Sandwich,2,3.29,6.58,Cash,-,-,Saturday,Late Night,Less sugar
1461,C553,John Shea,2025-07-29 19:57,Delivery,Beverage,Cappuccino,1,16.29,16.29,Card,-,-,Tuesday,Dinner,Less sugar
1462,C233,Kathleen Lane,2025-09-09 06:56,Delivery,Beverage,Iced Tea,1,12.86,12.86,Mobile Payment,-,-,Tuesday,Breakfast,Less sugar
1463,C064,Anthony Patton,2025-05-09 20:39,Delivery,Food,Pasta Alfredo,1,11.38,11.38,Mobile Payment,-,-,Friday,Dinner,
1464,C390,Kari Buchanan,2025-05-11 12:41,Delivery,Beverage,Mineral Water,1,13.06,13.06,Card,-,-,Sunday,Lunch,Gluten-free
1465,C396,Marie Thomas,2025-06-15 08:33,Takeaway,Food,Veggie Sandwich,2,5.57,11.14,Mobile Payment,-,-,Sunday,Breakfast,Extra ice
1466,C283,Sean Shaw,2025-03-21 09:03,Dine-In,Beverage,Green Smoothie,3,17.26,51.78,Mobile Payment,Daniel,3,Friday,Breakfast,Dressing on the side
1467,C664,Justin Walker,2025-04-04 23:52,Delivery,Beverage,Fresh Orange Juice,1,8.71,8.71,Cash,-,-,Friday,Late Night,Less sugar
1468,C863,Alicia Brown,2025-08-16 07:49,Dine-In,Beverage,Mojito,3,14.35,43.05,Card,Alice,4,Saturday,Breakfast,Gluten-free
1469,C783,Ashley Heath,2025-10-28 06:04,Delivery,Beverage,Green Smoothie,3,9.46,28.38,Cash,-,-,Tuesday,Breakfast,
1470,C701,Jessica Montoya,2025-01-04 18:59,Takeaway,Beverage,Fresh Orange Juice,1,11.87,11.87,Mobile Payment,-,-,Saturday,Dinner,Skim milk
1471,C921,Maria Brown,2025-01-03 11:58,Delivery,Food,Caesar Salad,3,12.91,38.73,Card,-,-,Friday,Lunch,Extra ice
1472,C764,Mary Cruz,2025-04-06 12:53,Delivery,Food,Veggie Sandwich,2,5.24,10.48,Card,-,-,Sunday,Lunch,No onions
1473,C462,Evan Cox,2025-09-08 19:08,Takeaway,Beverage,Iced Tea,3,15.04,45.12,Card,-,-,Monday,Dinner,Less sugar
1474,C114,Leah Riley,2025-04-30 20:48,Dine-In,Food,Pasta Alfredo,2,9.84,19.68,Cash,Alice,2,Wednesday,Dinner,No cheese
1475,C995,Luis Taylor,2025-05-16 13:42,Delivery,Beverage,Cappuccino,3,4.95,14.85,Card,-,-,Friday,Lunch,No cheese
1476,C865,Andrew Ramsey,2025-09-02 18:10,Takeaway,Food,Pasta Alfredo,3,19.01,57.03,Cash,-,-,Tuesday,Dinner,Extra cheese
1477,C648,Allen Kennedy,2025-08-05 12:20,Delivery,Beverage,Cappuccino,3,13.93,41.79,Card,-,-,Tuesday,Lunch,Less sugar
1478,C246,Marcus Barnes,2025-12-27 23:10,Takeaway,Food,Veggie Sandwich,2,15.03,30.06,Cash,-,-,Saturday,Late Night,
1479,C483,Kevin Jacobs,2025-05-06 13:43,Delivery,Food,Caesar Salad,1,4.88,4.88,Card,-,-,Tuesday,Lunch,No onions
1480,C739,Jean Thomas,2025-06-08 22:19,Delivery,Beverage,Mojito,2,4.76,9.52,Mobile Payment,-,-,Sunday,Late Night,Less sugar
1481,C116,Kelly Owen,2025-02-23 07:39,Takeaway,Beverage,Mineral Water,2,3.36,6.72,Mobile Payment,-,-,Sunday,Breakfast,No onions
1482,C845,Nicholas Allen,2025-10-22 22:37,Delivery,Food,Beef Burger,1,4.4,4.4,Mobile Payment,-,-,Wednesday,Late Night,No onions
1483,C753,Blake Gonzalez,2025-03-26 19:31,Delivery,Beverage,Green Smoothie,2,13.81,27.62,Card,-,-,Wednesday,Dinner,Dressing on the side
1484,C768,Collin Olson,2025-11-18 17:51,Takeaway,Beverage,Iced Tea,3,12.94,38.82,Mobile Payment,-,-,Tuesday,Dinner,Extra ice
1485,C299,Lauren Smith,2025-08-11 20:53,Delivery,Food,Sushi Roll,2,11.92,23.84,Card,-,-,Monday,Dinner,Dressing on the side
1486,C573,Laurie Moses,2025-05-26 06:42,Dine-In,Beverage,Latte,3,4.73,14.19,Card,Sophia,1,Monday,Breakfast,Gluten-free
1487,C259,Sandra Fernandez,2025-08-01 20:43,Takeaway,Food,Pasta Alfredo,3,14.3,42.9,Card,-,-,Friday,Dinner,No cheese
1488,C567,Virginia Ibarra,2025-09-19 09:19,Dine-In,Food,Beef Burger,1,9.19,9.19,Card,Daniel,3,Friday,Breakfast,Extra cheese
1489,C419,Jacob Wright,2025-06-05 09:35,Dine-In,Food,Beef Burger,3,7.85,23.55,Cash,Robert,7,Thursday,Breakfast,Less sugar
1490,C146,David Garza,2025-12-05 14:02,Dine-In,Food,Veggie Sandwich,3,17.83,53.49,Card,Alice,1,Friday,Lunch,Less sugar
1491,C653,Carlos Cole,2025-08-22 14:01,Dine-In,Food,Grilled Chicken,1,13.76,13.76,Cash,Michael,15,Friday,Lunch,Gluten-free
1492,C145,Ian Lewis,2025-12-07 10:06,Delivery,Food,Margherita Pizza,1,7.49,7.49,Card,-,-,Sunday,Lunch,Skim milk
1493,C612,Christopher Carroll,2025-03-11 10:26,Dine-In,Food,Margherita Pizza,1,9.71,9.71,Card,Alice,15,Tuesday,Lunch,Dressing on the side
1494,C451,Elizabeth Jenkins,2025-04-23 10:09,Delivery,Beverage,Latte,2,14.84,29.68,Cash,-,-,Wednesday,Lunch,No cheese
1495,C552,Andrew Taylor,2025-10-28 20:42,Delivery,Beverage,Fresh Orange Juice,2,15.12,30.24,Cash,-,-,Tuesday,Dinner,Gluten-free
1496,C791,Lori Lee,2025-09-01 17:05,Dine-In,Beverage,Latte,2,18.06,36.12,Card,Daniel,3,Monday,Dinner,Less sugar
1497,C082,Jimmy Jones,2025-04-07 19:04,Takeaway,Food,Margherita Pizza,1,8.93,8.93,Cash,-,-,Monday,Dinner,Skim milk
1498,C694,Luke Morgan,2025-10-15 09:19,Dine-In,Beverage,Iced Tea,3,19.62,58.86,Cash,Sophia,17,Wednesday,Breakfast,Dressing on the side
1499,C524,Melissa Hughes,2025-10-20 18:20,Takeaway,Beverage,Latte,1,18.13,18.13,Cash,-,-,Monday,Dinner,Gluten-free
1500,C863,Brittany Wilson,2025-08-16 19:33,Dine-In,Beverage,Cappuccino,2,10.47,20.94,Cash,Michael,17,Saturday,Dinner,Less sugar
1501,C169,Jordan Watson,2025-04-21 23:52,Takeaway,Beverage,Fresh Orange Juice,3,9.63,28.89,Card,-,-,Monday,Late Night,Gluten-free
1502,C368,Mandy Swanson,2025-08-24 09:49,Dine-In,Food,Margherita Pizza,2,17.48,34.96,Cash,Robert,2,Sunday,Breakfast,
1503,C414,Dustin Lucas,2025-12-14 23:49,Dine-In,Food,Sushi Roll,2,12.11,24.22,Cash,Alice,15,Sunday,Late Night,Extra ice
1504,C680,Meagan Burnett,2025-07-24 14:22,Dine-In,Beverage,Mineral Water,2,17.06,34.12,Mobile Payment,Alice,2,Thursday,Lunch,Extra cheese
1505,C669,Angela Brown,2025-10-31 14:57,Takeaway,Beverage,Fresh Orange Juice,3,19.0,57.0,Mobile Payment,-,-,Friday,Lunch,
1506,C090,Matthew Lee,2025-01-20 17:00,Delivery,Food,Beef Burger,3,10.72,32.16,Card,-,-,Monday,Dinner,No cheese
1507,C248,Scott Mccall,2025-10-25 23:52,Delivery,Beverage,Mojito,2,12.44,24.88,Mobile Payment,-,-,Saturday,Late Night,Extra cheese
1508,C039,Brian Boyd,2025-06-20 23:21,Dine-In,Beverage,Cappuccino,1,7.98,7.98,Card,Alice,14,Friday,Late Night,Gluten-free
1509,C848,Nina Harper,2025-03-02 21:03,Delivery,Beverage,Latte,2,9.88,19.76,Card,-,-,Sunday,Dinner,Dressing on the side
1510,C439,Barbara Phillips,2025-09-30 11:47,Delivery,Beverage,Iced Tea,3,4.12,12.36,Mobile Payment,-,-,Tuesday,Lunch,Gluten-free
1511,C896,Sarah Cook,2025-05-20 09:34,Takeaway,Food,Pasta Alfredo,3,15.89,47.67,Card,-,-,Tuesday,Breakfast,Extra ice
1512,C212,Jennifer Rodgers,2025-05-01 23:40,Delivery,Food,Pasta Alfredo,2,17.12,34.24,Card,-,-,Thursday,Late Night,
1513,C550,Mary Vaughn,2025-12-22 08:48,Takeaway,Beverage,Fresh Orange Juice,1,11.1,11.1,Cash,-,-,Monday,Breakfast,Extra cheese
1514,C235,Stephanie Freeman,2025-12-18 19:23,Dine-In,Beverage,Cappuccino,3,16.55,49.65,Cash,Sophia,17,Thursday,Dinner,Skim milk
1515,C060,Sherri Bishop,2025-02-23 23:43,Takeaway,Food,Pasta Alfredo,1,14.91,14.91,Card,-,-,Sunday,Late Night,Skim milk
1516,C976,Haley Brandt,2025-08-16 13:42,Dine-In,Beverage,Cappuccino,1,12.65,12.65,Cash,Sophia,20,Saturday,Lunch,Gluten-free
1517,C378,Steven Hernandez,2025-03-12 23:50,Takeaway,Beverage,Iced Tea,1,11.22,11.22,Cash,-,-,Wednesday,Late Night,Gluten-free
1518,C097,Michelle Smith,2025-05-05 11:54,Takeaway,Beverage,Green Smoothie,1,8.18,8.18,Cash,-,-,Monday,Lunch,Dressing on the side
1519,C358,James Watts,2025-08-14 20:27,Dine-In,Food,Veggie Sandwich,3,12.53,37.59,Card,Robert,11,Thursday,Dinner,Extra ice
1520,C116,Mary Odonnell,2025-02-23 12:33,Delivery,Food,Pasta Alfredo,3,8.67,26.01,Mobile Payment,-,-,Sunday,Lunch,Gluten-free
1521,C433,Riley Roberson,2025-06-16 18:39,Delivery,Food,Caesar Salad,3,15.64,46.92,Cash,-,-,Monday,Dinner,Gluten-free
1522,C860,Mary Hensley,2025-11-19 13:55,Delivery,Food,Margherita Pizza,2,5.77,11.54,Card,-,-,Wednesday,Lunch,Skim milk
1523,C224,Alexis Watkins,2025-05-14 14:05,Dine-In,Beverage,Iced Tea,2,14.0,28.0,Card,Daniel,6,Wednesday,Lunch,Extra cheese
1524,C140,Miss Shelly Sullivan,2025-08-04 22:29,Takeaway,Food,Grilled Chicken,3,10.79,32.37,Cash,-,-,Monday,Late Night,Extra cheese
1525,C549,Jordan Terry,2025-09-05 17:52,Takeaway,Food,Margherita Pizza,3,16.36,49.08,Cash,-,-,Friday,Dinner,Extra cheese
1526,C402,Deborah Foster,2025-02-05 12:32,Delivery,Food,Veggie Sandwich,2,4.62,9.24,Card,-,-,Wednesday,Lunch,Gluten-free
1527,C935,Dr. Joyce Barnett,2025-06-08 10:43,Takeaway,Food,Pasta Alfredo,3,9.78,29.34,Mobile Payment,-,-,Sunday,Lunch,Less sugar
1528,C119,Mr. Joe Wall,2025-06-25 17:53,Dine-In,Food,Caesar Salad,2,9.16,18.32,Cash,Robert,7,Wednesday,Dinner,No cheese
1529,C483,Kevin Kaufman,2025-05-06 07:59,Delivery,Beverage,Mineral Water,3,4.5,13.5,Mobile Payment,-,-,Tuesday,Breakfast,
1530,C309,Heather Reynolds,2025-03-11 23:40,Delivery,Food,Beef Burger,2,12.77,25.54,Card,-,-,Tuesday,Late Night,Less sugar
1531,C069,Matthew Bradley,2025-12-07 19:14,Takeaway,Beverage,Fresh Orange Juice,3,17.49,52.47,Mobile Payment,-,-,Sunday,Dinner,Extra cheese
1532,C878,Ashley Lloyd,2025-04-03 17:04,Takeaway,Beverage,Cappuccino,2,3.37,6.74,Card,-,-,Thursday,Dinner,
1533,C315,Meredith Cardenas,2025-12-11 19:48,Dine-In,Food,Caesar Salad,3,6.64,19.92,Cash,Daniel,2,Thursday,Dinner,Dressing on the side
1534,C652,Kelly Rose,2025-11-19 17:00,Dine-In,Food,Grilled Chicken,3,16.09,48.27,Mobile Payment,Sophia,12,Wednesday,Dinner,Less sugar
1535,C393,Gary Warren,2025-08-13 09:43,Dine-In,Beverage,Mineral Water,3,11.18,33.54,Mobile Payment,Michael,7,Wednesday,Breakfast,Dressing on the side
1536,C076,David Galloway,2025-06-25 12:20,Takeaway,Food,Grilled Chicken,2,4.29,8.58,Cash,-,-,Wednesday,Lunch,Dressing on the side
1537,C309,Angela Brown,2025-03-11 20:29,Dine-In,Food,Caesar Salad,3,5.3,15.9,Cash,Robert,10,Tuesday,Dinner,No onions
1538,C349,Jimmy Hayden PhD,2025-04-12 20:21,Dine-In,Beverage,Green Smoothie,3,13.33,39.99,Cash,Sophia,5,Saturday,Dinner,Extra cheese
1539,C492,Matthew Mcdowell,2025-09-16 22:55,Takeaway,Food,Caesar Salad,2,16.82,33.64,Card,-,-,Tuesday,Late Night,Less sugar
1540,C494,Kelly Cisneros,2025-11-07 13:02,Takeaway,Beverage,Mojito,2,10.25,20.5,Card,-,-,Friday,Lunch,No cheese
1541,C457,Micheal Perez,2025-01-30 14:55,Delivery,Beverage,Mojito,3,15.93,47.79,Mobile Payment,-,-,Thursday,Lunch,Dressing on the side
1542,C057,Jon Garcia,2025-05-25 12:18,Delivery,Beverage,Mojito,1,17.64,17.64,Card,-,-,Sunday,Lunch,Skim milk
1543,C100,Dawn Medina,2025-01-10 23:47,Takeaway,Beverage,Iced Tea,2,15.16,30.32,Card,-,-,Friday,Late Night,Extra ice
1544,C953,Gloria Clark DDS,2025-10-01 22:55,Delivery,Beverage,Mojito,2,8.81,17.62,Mobile Payment,-,-,Wednesday,Late Night,Extra ice
1545,C646,Victoria Ward,2025-03-31 21:49,Dine-In,Beverage,Iced Tea,2,19.82,39.64,Cash,Alice,17,Monday,Dinner,No cheese
1546,C568,April Bass,2025-10-31 06:35,Dine-In,Food,Sushi Roll,1,12.26,12.26,Card,Sophia,4,Friday,Breakfast,Extra cheese
1547,C474,Jessica Taylor,2025-10-28 21:03,Takeaway,Food,Margherita Pizza,2,7.6,15.2,Cash,-,-,Tuesday,Dinner,Extra cheese
1548,C850,Philip Moore,2025-02-19 07:52,Dine-In,Food,Beef Burger,3,10.99,32.97,Cash,Michael,9,Wednesday,Breakfast,Less sugar
1549,C678,Mark Medina,2025-07-25 10:54,Dine-In,Food,Veggie Sandwich,2,16.52,33.04,Card,Daniel,6,Friday,Lunch,Skim milk
1550,C235,Michael Nielsen,2025-12-18 19:10,Takeaway,Food,Pasta Alfredo,1,8.09,8.09,Cash,-,-,Thursday,Dinner,Less sugar
1551,C1001,Sofía Martínez,2025-02-02 20:35,Dine-In,Beverage,Latte,4,17.87,71.48,Cash,Miguel,12,Sunday,Dinner,Less sugar
1552,C1001,Sofía Martínez,2025-10-28 13:10,Takeaway,Food,Sushi Roll,3,11.82,35.46,Mobile Payment,-,-,Tuesday,Lunch,No onions
1553,C1001,Sofía Martínez,2025-12-24 09:50,Dine-In,Beverage,Mineral Water,3,15.73,47.19,Mobile Payment,Carlos,29,Wednesday,Breakfast,
1554,C1001,Sofía Martínez,2025-11-24 08:40,Dine-In,Food,Sushi Roll,3,11.92,35.76,Cash,Miguel,16,Monday,Breakfast,No onions
1555,C1001,Sofía Martínez,2025-06-06 20:50,Dine-In,Food,Grilled Chicken,4,16.09,64.36,Cash,Miguel,1,Friday,Dinner,
1556,C1001,Sofía Martínez,2025-09-22 19:10,Delivery,Beverage,Mojito,4,15.93,63.72,Mobile Payment,-,-,Monday,Dinner,Less sugar
1557,C1001,Sofía Martínez,2025-05-18 19:35,Takeaway,Food,Pasta Alfredo,2,14.11,28.22,Card,-,-,Sunday,Dinner,Extra napkins
1558,C1001,Sofía Martínez,2025-01-22 13:20,Delivery,Beverage,Iced Tea,4,19.62,78.48,Card,-,-,Wednesday,Lunch,No onions
1559,C1001,Sofía Martínez,2025-03-13 08:45,Dine-In,Beverage,Iced Tea,4,16.16,64.64,Cash,Valeria,5,Thursday,Breakfast,
1560,C1001,Sofía Martínez,2025-07-06 20:15,Delivery,Beverage,Mineral Water,3,18.75,56.25,Cash,-,-,Sunday,Dinner,Less sugar
1561,C1001,Sofía Martínez,2025-04-29 21:45,Delivery,Food,Beef Burger,3,17.43,52.29,Cash,-,-,Tuesday,Dinner,
1562,C1001,Sofía Martínez,2025-08-09 12:35,Dine-In,Beverage,Latte,3,15.54,46.62,Mobile Payment,Juan,30,Saturday,Lunch,
1563,C1001,Sofía Martínez,2025-07-20 18:40,Dine-In,Food,Pasta Alfredo,3,14.11,42.33,Mobile Payment,Carlos,22,Sunday,Dinner,Less sugar
1564,C1001,Sofía Martínez,2025-02-24 19:05,Dine-In,Beverage,Fresh Orange Juice,3,19.52,58.56,Cash,Juan,28,Monday,Dinner,
1565,C1001,Sofía Martínez,2025-06-21 08:15,Takeaway,Beverage,Fresh Orange Juice,4,16.95,67.80,Card,-,-,Saturday,Breakfast,No onions
